City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
272,Namatanai,PG,-3.67,152.43,79.25,79,60,6.26,light rain,0.11,0.0
273,Saint-Pierre,RE,-21.34,55.48,68.0,82,33,5.82,scattered clouds,0.0,0.0
274,Aykhal,RU,66.0,111.5,68.0,56,63,6.71,broken clouds,0.0,0.0
275,Tautira,PF,-17.73,-149.15,71.6,73,20,2.24,few clouds,0.0,0.0
276,Asau,RO,46.43,26.4,71.01,78,82,3.44,broken clouds,0.0,0.0
277,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,64,75,16.11,broken clouds,0.0,0.0
278,Codrington,AU,-38.27,141.97,42.19,85,31,6.85,scattered clouds,0.0,0.0
279,Kaitangata,NZ,-46.28,169.85,46.0,70,100,7.0,overcast clouds,0.0,0.0
280,Bolshevik,BY,54.01,27.57,71.6,73,20,8.95,few clouds,0.0,0.0
281,Nara,JP,34.69,135.8,70.0,73,10,2.84,clear sky,0.0,0.0
282,Fortuna,US,40.6,-124.16,61.0,67,75,24.16,broken clouds,0.0,0.0
283,Port Lincoln,AU,-34.73,135.87,51.84,56,0,12.1,clear sky,0.0,0.0
284,Zabid,YE,14.2,43.32,90.97,47,18,5.73,few clouds,0.0,0.0
285,Srandakan,ID,-7.94,110.25,76.37,88,57,7.38,broken clouds,0.0,0.0
286,Erzin,TR,36.96,36.2,77.0,88,0,4.45,clear sky,0.0,0.0
287,San Ramon,US,37.78,-121.98,66.99,52,1,17.22,clear sky,0.0,0.0
288,Buarcos,PT,40.17,-8.88,69.8,83,75,13.87,broken clouds,0.0,0.0
289,Duekoue,CI,6.75,-7.35,82.27,69,62,2.84,broken clouds,0.0,0.0
290,Safaga,EG,26.73,33.94,84.61,48,0,1.88,clear sky,0.0,0.0
291,Iskateley,RU,67.68,53.15,40.08,77,95,14.88,overcast clouds,0.0,0.0
292,Shelby,US,35.2,-89.87,91.0,66,75,10.29,broken clouds,0.0,0.0
293,Tabou,CI,4.42,-7.35,77.18,78,47,10.56,scattered clouds,0.0,0.0
294,Kirensk,RU,57.79,108.11,63.55,60,56,4.7,broken clouds,0.0,0.0
295,Dolores,AR,-36.31,-57.68,50.88,57,30,5.86,scattered clouds,0.0,0.0
296,Lydenburg,ZA,-25.1,30.46,55.99,8,0,1.01,clear sky,0.0,0.0
297,Coihaique,CL,-45.58,-72.07,30.2,68,90,5.82,overcast clouds,0.0,0.0
298,Sumenep,ID,-7.02,113.87,79.0,83,27,8.75,scattered clouds,0.0,0.0
299,Ketchikan,US,55.34,-131.65,60.8,72,1,5.82,clear sky,0.0,0.0
300,Tateyama,JP,34.98,139.87,68.0,100,79,2.35,broken clouds,0.0,0.0
301,Ugoofaaru,MV,5.67,73.0,83.25,81,5,15.77,clear sky,0.0,0.0
302,Lima,PE,-12.04,-77.03,66.2,72,20,9.17,few clouds,0.0,0.0
303,Slidell,US,30.28,-89.78,93.0,62,75,11.41,broken clouds,0.0,0.0
304,Beloha,MG,-25.17,45.05,64.9,93,0,1.21,clear sky,0.0,0.0
305,Vallenar,CL,-28.57,-70.76,70.59,26,100,4.68,overcast clouds,0.0,0.0
306,Aginskoye,RU,51.1,114.53,64.26,62,100,2.89,overcast clouds,0.0,0.0
307,San Felipe,VE,10.34,-68.74,82.8,77,90,5.55,moderate rain,1.02,0.0
308,Vanimo,PG,-2.67,141.3,79.23,83,100,5.64,light rain,0.36,0.0
309,Southbridge,US,42.08,-72.03,81.0,77,20,6.2,moderate rain,1.3,0.0
310,Fort Nelson,CA,58.81,-122.7,60.8,67,75,5.82,broken clouds,0.0,0.0
311,Chuy,UY,-33.7,-53.46,54.88,61,32,4.59,scattered clouds,0.0,0.0
312,Trinidad,BO,-14.83,-64.9,68.0,72,90,9.17,overcast clouds,0.0,0.0
313,Charagua,BO,-19.8,-63.22,67.8,35,3,7.25,clear sky,0.0,0.0
314,Fengzhen,CN,40.44,113.15,63.48,72,80,9.8,broken clouds,0.0,0.0
315,Polson,US,47.69,-114.16,64.99,56,68,5.19,broken clouds,0.0,0.0
316,Soria,ES,41.67,-2.67,82.99,33,33,4.0,scattered clouds,0.0,0.0
317,Chumikan,RU,54.72,135.31,41.27,91,52,1.23,broken clouds,0.0,0.0
318,Srednekolymsk,RU,67.45,153.68,51.71,47,100,7.11,overcast clouds,0.0,0.0
319,Zeerust,ZA,-25.54,26.08,53.6,25,0,4.7,clear sky,0.0,0.0
320,Katsuura,JP,35.13,140.3,71.01,94,70,3.06,broken clouds,0.0,0.0
321,Champerico,GT,14.3,-91.92,86.0,70,75,9.17,broken clouds,0.0,0.0
322,Hays,US,30.05,-98.03,84.99,66,99,3.0,overcast clouds,0.0,0.0
323,Mapiri,BO,-15.25,-68.17,75.45,64,95,2.33,light rain,0.15,0.0
324,Manokwari,ID,-0.87,134.08,78.49,71,100,6.58,overcast clouds,0.0,0.0
325,Mnogovershinnyy,RU,53.94,139.92,39.79,100,43,2.53,scattered clouds,0.0,0.0
326,Makakilo City,US,21.35,-158.09,75.2,73,20,3.36,few clouds,0.0,0.0
327,Padre Bernardo,BR,-15.35,-48.5,87.44,28,2,5.32,clear sky,0.0,0.0
328,Olinda,BR,-8.01,-34.86,75.2,94,75,8.05,light rain,0.0,0.0
329,Bardiyah,LY,31.76,25.09,73.51,77,0,13.49,clear sky,0.0,0.0
330,Copiapo,CL,-27.37,-70.33,60.8,63,100,2.24,overcast clouds,0.0,0.0
331,Portlethen,GB,57.05,-2.13,63.0,77,74,19.46,broken clouds,0.0,0.0
332,Saint-Augustin,CA,51.23,-58.65,62.6,64,25,16.53,scattered clouds,0.0,0.0
333,Chabahar,IR,25.29,60.64,85.71,84,17,8.05,few clouds,0.0,0.0
334,Beringovskiy,RU,63.05,179.32,40.68,70,36,16.11,scattered clouds,0.0,0.0
335,Manggar,ID,-2.88,108.27,81.82,76,72,12.95,broken clouds,0.0,0.0
336,Manavalakurichi,IN,8.13,77.3,82.4,88,20,2.24,mist,0.0,0.0
337,Newport,GB,51.59,-3.0,62.01,74,50,4.0,scattered clouds,0.0,0.0
338,Atambua,ID,-9.11,124.89,70.29,90,45,5.08,scattered clouds,0.0,0.0
339,Coquimatlan,MX,19.2,-103.8,86.0,51,75,3.65,broken clouds,0.0,0.0
340,Atar,MR,20.52,-13.05,110.32,6,0,20.54,clear sky,0.0,0.0
341,Kruisfontein,ZA,-34.0,24.73,53.49,75,3,13.85,clear sky,0.0,0.0
342,Vastseliina,EE,57.73,27.29,71.6,73,38,2.24,scattered clouds,0.0,0.0
343,Minab,IR,27.15,57.08,93.2,71,0,9.17,haze,0.0,0.0
344,Awjilah,LY,29.11,21.29,86.23,22,0,7.0,clear sky,0.0,0.0
345,Carbonia,IT,39.17,8.52,86.0,70,20,9.17,few clouds,0.0,0.0
346,Vila Velha,BR,-20.33,-40.29,75.2,69,40,16.11,scattered clouds,0.0,0.0
347,Talnakh,RU,69.49,88.4,71.6,56,37,13.42,scattered clouds,0.0,0.0
348,Auki,SB,-8.77,160.7,78.3,78,96,3.51,overcast clouds,0.0,0.0
349,Nioro,GM,13.35,-15.75,93.42,41,60,15.41,broken clouds,0.0,0.0
350,Benguela,AO,-12.58,13.41,69.71,86,1,4.52,clear sky,0.0,0.0
351,Rio Gallegos,AR,-51.62,-69.22,24.8,85,20,8.05,few clouds,0.0,0.0
352,Grand Gaube,MU,-20.01,57.66,73.0,75,15,5.99,few clouds,0.0,0.0
353,Gambela,ET,8.25,34.58,74.39,89,78,2.48,light rain,0.14,0.0
354,Yulin,CN,22.63,110.15,77.38,93,69,7.74,broken clouds,0.0,0.0
355,Salinopolis,BR,-0.61,-47.36,83.01,80,30,11.07,light rain,0.33,0.0
356,Valparaiso,CL,-33.04,-71.63,57.2,87,100,5.82,overcast clouds,0.0,0.0
357,Impfondo,CG,1.64,18.07,77.04,81,98,3.18,moderate rain,1.4,0.0
358,Mayumba,GA,-3.43,10.66,73.09,82,25,5.57,scattered clouds,0.0,0.0
359,Yumen,CN,40.28,97.2,70.83,31,0,14.5,clear sky,0.0,0.0
360,Khani,GE,41.96,42.96,75.2,73,38,8.05,light rain,0.18,0.0
361,Bemidji,US,47.47,-94.88,84.0,51,1,16.11,clear sky,0.0,0.0
362,Catuday,PH,16.29,119.81,76.86,90,100,7.54,moderate rain,1.23,0.0
363,Shelburne,CA,44.08,-80.2,79.0,57,20,13.87,few clouds,0.0,0.0
364,Honningsvag,NO,70.98,25.97,41.0,86,75,11.41,broken clouds,0.0,0.0
365,Tabora,TZ,-5.02,32.8,75.2,47,20,5.82,few clouds,0.0,0.0
366,Uvalde,US,29.37,-99.77,84.2,70,100,17.22,overcast clouds,0.0,0.0
367,Agua Prieta,MX,31.3,-109.57,82.99,35,0,4.0,clear sky,0.0,0.0
368,Hirara,JP,24.8,125.28,83.34,85,100,19.24,overcast clouds,0.0,0.0
369,Vershino-Darasunskiy,RU,52.35,115.52,54.7,78,84,2.53,broken clouds,0.0,0.0
370,Kirakira,SB,-10.45,161.92,78.98,81,33,5.26,scattered clouds,0.0,0.0
371,Ilulissat,GL,69.22,-51.1,42.8,75,75,5.82,fog,0.0,0.0
372,Nampula,MZ,-15.12,39.27,77.0,53,75,4.7,broken clouds,0.0,0.0
373,Moron,AR,-34.65,-58.62,55.99,66,67,2.24,broken clouds,0.0,0.0
374,Lasa,IT,46.62,10.7,66.2,63,40,6.93,scattered clouds,0.0,0.0
375,Zapolyarnyy,RU,69.42,30.81,51.8,71,75,8.05,broken clouds,0.0,0.0
376,Marsh Harbour,BS,26.54,-77.06,83.05,66,33,7.0,scattered clouds,0.0,0.0
377,Broome,US,42.25,-75.83,75.99,83,75,6.93,light rain,0.25,0.0
378,Haapsalu,EE,58.94,23.54,75.99,73,69,1.01,light rain,0.31,0.0
379,Busko-Zdroj,PL,50.47,20.72,80.01,1,8,5.88,clear sky,0.0,0.0
380,Dunedin,NZ,-45.87,170.5,45.0,87,100,1.99,overcast clouds,0.0,0.0
381,Nouadhibou,MR,20.93,-17.03,77.0,61,0,19.46,sand,0.0,0.0
382,Road Town,VG,18.42,-64.62,87.8,70,40,5.82,light intensity shower rain,0.0,0.0
383,Lalmohan,BD,22.34,90.74,83.26,85,45,11.9,scattered clouds,0.0,0.0
384,Yangliuqing,CN,39.14,117.0,77.0,69,100,2.24,light rain,0.0,0.0
385,Salta,AR,-24.79,-65.41,55.4,54,5,2.24,clear sky,0.0,0.0
386,Izazi,TZ,-7.2,35.73,66.2,68,20,5.82,few clouds,0.0,0.0
387,Ballina,AU,-28.87,153.57,50.0,100,40,8.05,scattered clouds,0.0,0.0
388,Gobabis,NA,-22.45,18.97,60.8,15,0,8.86,clear sky,0.0,0.0
389,Akdepe,TM,42.06,59.38,78.8,36,100,6.93,overcast clouds,0.0,0.0
390,Cap Malheureux,MU,-19.98,57.61,73.0,75,15,5.99,few clouds,0.0,0.0
391,Ucluelet,CA,48.93,-125.55,59.0,82,20,9.17,few clouds,0.0,0.0
392,Kindia,GN,10.06,-12.87,81.55,75,75,2.39,broken clouds,0.0,0.0
393,Alofi,NU,-19.06,-169.92,73.4,94,64,3.36,broken clouds,0.0,0.0
394,Barmer,IN,25.75,71.38,90.54,54,10,23.2,clear sky,0.0,0.0
395,Visnes,NO,59.36,5.22,62.6,63,10,20.8,clear sky,0.0,0.0
396,Corowa,AU,-36.03,146.38,32.0,93,0,4.63,clear sky,0.0,0.0
397,Ayorou,NE,14.73,0.92,93.88,32,52,19.01,light rain,0.2,0.0
398,Horta,PT,38.53,-28.63,73.4,83,75,12.75,broken clouds,0.0,0.0
399,Babai,IN,22.7,77.93,78.04,85,100,6.44,overcast clouds,0.0,0.0
400,Cockburn Town,TC,21.46,-71.14,86.0,70,40,13.87,scattered clouds,0.0,0.0
401,Ulladulla,AU,-35.35,150.47,48.2,100,90,3.36,overcast clouds,0.0,0.0
402,Bubaque,GW,11.28,-15.83,82.11,78,38,12.1,scattered clouds,0.0,0.0
403,Mackenzie,CA,55.3,-123.17,60.8,63,1,8.05,clear sky,0.0,0.0
404,Huangzhou,CN,30.45,114.8,77.0,94,20,6.71,few clouds,0.0,0.0
405,Bilibino,RU,68.05,166.44,38.3,74,1,4.94,clear sky,0.0,0.0
406,Touros,BR,-5.2,-35.46,86.0,66,40,10.29,scattered clouds,0.0,0.0
407,Comarapa,BO,-17.9,-64.48,63.19,64,65,7.76,broken clouds,0.0,0.0
408,Gazanjyk,TM,39.24,55.52,84.56,13,75,17.74,broken clouds,0.0,0.0
409,Marietta,US,33.95,-84.55,86.0,62,75,12.75,broken clouds,0.0,0.0
410,Fort Saint James,CA,54.43,-124.25,66.79,39,71,8.19,broken clouds,0.0,0.0
411,Belyy Yar,RU,53.6,91.39,62.6,88,40,4.47,scattered clouds,0.0,0.0
412,Kieta,PG,-6.22,155.63,79.21,79,84,2.28,broken clouds,0.0,0.0
413,Slave Lake,CA,55.28,-114.77,55.4,93,90,8.05,light rain,0.0,0.0
414,Leh,IN,34.17,77.58,58.39,32,46,8.79,scattered clouds,0.0,0.0
415,Sola,VU,-13.88,167.55,80.26,83,50,15.7,scattered clouds,0.0,0.0
416,Aleksandrov Gay,RU,50.15,48.57,73.36,65,89,6.08,light rain,0.46,0.0
417,Kokopo,PG,-4.35,152.26,77.04,79,81,5.35,light rain,0.51,0.0
418,Buraydah,SA,26.33,43.98,104.0,13,35,2.24,scattered clouds,0.0,0.0
419,Palu,ID,-0.89,119.87,74.59,83,99,0.85,light rain,0.85,0.0
420,Maraba,BR,-5.37,-49.12,96.8,39,40,6.93,scattered clouds,0.0,0.0
421,Anaconda,US,46.13,-112.94,53.6,66,1,8.39,clear sky,0.0,0.0
422,Coahuayana,MX,18.73,-103.68,86.0,51,75,5.88,broken clouds,0.0,0.0
423,Cururupu,BR,-1.83,-44.87,84.7,71,73,6.04,light rain,0.34,0.0
424,Camacupa,AO,-12.02,17.48,62.74,33,4,3.18,clear sky,0.0,0.0
425,Praia Grande,BR,-24.01,-46.4,68.0,93,90,5.82,mist,0.0,0.0
426,Ukiah,US,39.15,-123.21,73.4,28,1,13.87,clear sky,0.0,0.0
427,Port Macquarie,AU,-31.43,152.92,48.99,90,9,8.23,clear sky,0.0,0.0
428,Hambantota,LK,6.12,81.12,82.33,78,95,16.64,overcast clouds,0.0,0.0
429,Resistencia,AR,-27.46,-58.98,68.0,55,50,10.29,scattered clouds,0.0,0.0
430,Matara,LK,5.95,80.54,80.85,85,91,10.47,light rain,0.13,0.0
431,Maningrida,AU,-12.07,134.27,68.61,90,51,9.31,broken clouds,0.0,0.0
432,Najran,SA,17.49,44.13,95.0,19,40,6.93,scattered clouds,0.0,0.0
433,Kolpashevo,RU,58.31,82.91,53.6,66,77,14.07,broken clouds,0.0,0.0
434,Tubuala,PA,9.52,-79.03,82.99,83,75,3.36,broken clouds,0.0,0.0
435,Marawi,PH,8.0,124.29,73.99,95,100,4.0,heavy intensity rain,5.56,0.0
436,Charters Towers,AU,-20.1,146.27,61.32,89,65,8.39,broken clouds,0.0,0.0
437,Pangoa,PE,-12.12,-73.0,73.29,93,52,3.0,moderate rain,1.47,0.0
438,Kresttsy,RU,58.25,32.52,64.31,72,3,5.5,clear sky,0.0,0.0
439,San Quintin,MX,30.48,-115.95,69.8,62,81,8.19,broken clouds,0.0,0.0
440,Kavaratti,IN,10.57,72.64,83.79,80,99,22.17,light rain,0.26,0.0
441,Camana,PE,-16.62,-72.71,65.59,69,4,7.52,clear sky,0.0,0.0
442,Shenxian,CN,36.24,115.67,75.69,80,100,5.28,light rain,0.16,0.0
443,Juli,PE,-16.22,-69.45,50.95,36,0,8.5,clear sky,0.0,0.0
444,Guarapari,BR,-20.67,-40.5,75.2,69,40,16.11,scattered clouds,0.0,0.0
445,Razole,IN,16.48,81.83,84.76,77,100,5.21,overcast clouds,0.0,0.0
446,Sharjah,AE,25.36,55.4,95.0,67,0,2.24,dust,0.0,0.0
447,Birao,CF,10.28,22.79,84.33,53,16,4.79,few clouds,0.0,0.0
448,Ambilobe,MG,-13.2,49.05,72.77,84,0,2.84,clear sky,0.0,0.0
449,Shimoda,JP,34.67,138.95,64.0,95,59,4.5,broken clouds,0.0,0.0
450,Olafsvik,IS,64.89,-23.71,54.18,87,98,8.99,light rain,0.12,0.0
451,Potsdam,DE,52.4,13.07,73.0,90,96,7.09,overcast clouds,0.0,0.0
452,Yichun,CN,47.7,128.9,54.23,99,90,2.68,overcast clouds,0.0,0.0
453,Rawson,AR,-43.3,-65.1,42.39,62,100,3.13,overcast clouds,0.0,0.0
454,Sibolga,ID,1.74,98.78,77.05,80,60,3.62,broken clouds,0.0,0.0
455,Dahuk,IQ,36.87,42.99,86.2,16,0,1.12,clear sky,0.0,0.0
456,Teknaf,BD,20.86,92.31,80.78,85,87,5.46,light rain,0.76,0.0
457,Peterhead,GB,57.51,-1.8,63.0,77,82,19.46,broken clouds,0.0,0.0
458,Moen,NO,69.13,18.61,68.0,45,20,12.75,few clouds,0.0,0.0
459,Kalmunai,LK,7.42,81.82,83.89,75,97,2.57,overcast clouds,0.0,0.0
460,Kota Kinabalu,MY,5.97,116.07,75.2,83,20,5.82,few clouds,0.0,0.0
461,Caravelas,BR,-17.71,-39.25,76.78,74,0,9.15,clear sky,0.0,0.0
462,Bandarbeyla,SO,9.49,50.81,80.51,74,0,30.47,clear sky,0.0,0.0
463,Manzhouli,CN,49.6,117.43,61.29,65,37,4.9,scattered clouds,0.0,0.0
464,Beneditinos,BR,-5.45,-42.37,93.2,44,20,9.17,few clouds,0.0,0.0
465,Bathsheba,BB,13.22,-59.52,87.8,66,40,19.46,scattered clouds,0.0,0.0
466,Luanda,AO,-8.84,13.23,73.4,73,20,5.82,few clouds,0.0,0.0
467,Elbrus,RU,43.26,42.64,43.7,65,27,0.94,scattered clouds,0.0,0.0
468,Magadan,RU,59.57,150.8,47.01,89,26,2.19,scattered clouds,0.0,0.0
469,Sistranda,NO,63.73,8.83,75.2,50,75,11.41,shower rain,0.0,0.0
470,Saldanha,ZA,-33.01,17.94,59.0,77,9,1.12,clear sky,0.0,0.0
471,Shushenskoye,RU,53.33,91.94,62.6,88,40,4.47,scattered clouds,0.0,0.0
472,Sawtell,AU,-30.38,153.1,53.6,76,90,8.05,overcast clouds,0.0,0.0
473,Sisimiut,GL,66.94,-53.67,42.91,79,95,8.23,overcast clouds,0.0,0.0
474,Bataipora,BR,-22.3,-53.27,69.26,78,67,5.46,broken clouds,0.0,0.0
475,Rincon,US,32.3,-81.24,95.0,59,75,10.29,broken clouds,0.0,0.0
476,Port-Gentil,GA,-0.72,8.78,75.2,83,40,11.41,scattered clouds,0.0,0.0
477,Sorong,ID,-0.88,131.25,79.32,81,100,7.74,moderate rain,1.16,0.0
478,Emborion,GR,40.48,21.55,82.0,36,67,2.24,light rain,0.75,0.0
479,Sao Felix Do Xingu,BR,-6.64,-51.99,91.92,36,0,5.79,clear sky,0.0,0.0
480,Posse,BR,-14.09,-46.37,84.2,29,0,8.81,clear sky,0.0,0.0
481,Tabuk,PH,17.42,121.44,74.84,86,100,2.39,light rain,0.12,0.0
482,Takoradi,GH,4.88,-1.76,77.25,86,58,12.37,light rain,0.16,0.0
483,Fitjar,NO,59.92,5.32,64.0,67,22,4.0,few clouds,0.0,0.0
484,Rocha,UY,-34.48,-54.33,53.06,73,51,5.17,broken clouds,0.0,0.0
485,Wad Madani,SD,14.4,33.52,94.57,32,75,11.63,broken clouds,0.0,0.0
486,Byron Bay,AU,-28.65,153.62,50.0,100,40,8.05,scattered clouds,0.0,0.0
487,Mazurivka,UA,49.27,24.21,78.8,73,75,4.47,broken clouds,0.0,0.0
488,Longyearbyen,SJ,78.22,15.64,44.6,65,40,6.93,scattered clouds,0.0,0.0
489,Palmeirais,BR,-5.98,-43.06,91.38,43,21,5.14,few clouds,0.0,0.0
490,Adelaide,AU,-34.93,138.6,50.0,57,22,11.41,few clouds,0.0,0.0
491,Siniscola,IT,40.57,9.69,84.2,35,1,6.93,clear sky,0.0,0.0
492,Taoudenni,ML,22.68,-3.98,115.99,5,0,5.19,clear sky,0.0,0.0
493,Krasyliv,UA,49.65,26.97,69.82,88,63,7.45,light rain,0.11,0.0
494,Batagay-Alyta,RU,67.8,130.41,58.26,77,19,3.62,few clouds,0.0,0.0
495,Jaque,PA,7.52,-78.17,77.86,87,100,8.37,light rain,0.66,0.0
496,Malangwa,NP,26.86,85.56,79.99,85,43,6.06,scattered clouds,0.0,0.0
497,Puerto Escondido,MX,15.85,-97.07,87.8,66,40,6.93,scattered clouds,0.0,0.0
498,Ust-Kut,RU,56.79,105.77,61.3,67,32,1.74,scattered clouds,0.0,0.0
499,Dukat,RU,62.55,155.55,52.63,44,100,1.39,overcast clouds,0.0,0.0
500,Warri,NG,5.52,5.75,74.84,93,92,4.9,light rain,0.96,0.0
501,Leningradskiy,RU,69.38,178.42,30.58,97,95,3.33,overcast clouds,0.0,0.0
502,Tsuruoka,JP,38.72,139.82,64.17,86,100,9.44,light rain,0.11,0.0
503,George,ZA,-33.96,22.46,53.6,81,20,6.93,few clouds,0.0,0.0
504,Iqaluit,CA,63.75,-68.51,41.0,75,75,8.05,broken clouds,0.0,0.0
505,Toppenish,US,46.38,-120.31,60.8,51,96,6.93,overcast clouds,0.0,0.0
506,Vanavara,RU,60.34,102.28,61.66,75,4,2.71,clear sky,0.0,0.0
507,Larsnes,NO,62.2,5.58,60.8,82,75,21.92,shower rain,0.0,0.0
508,Kpalime,TG,6.9,0.63,75.16,93,92,4.18,light rain,0.37,0.0
509,Goderich,CA,43.75,-81.72,66.99,78,0,8.34,clear sky,0.0,0.0
510,Saint-Francois,FR,46.42,3.91,64.4,72,91,13.87,light rain,0.0,0.0
511,Dwarka,IN,22.24,68.97,87.17,79,82,15.75,broken clouds,0.0,0.0
512,Faanui,PF,-16.48,-151.75,76.33,78,73,22.82,broken clouds,0.0,0.0
513,Yanam,IN,16.73,82.22,84.02,79,100,3.15,overcast clouds,0.0,0.0
514,Imeni Poliny Osipenko,RU,52.42,136.49,44.98,95,4,7.63,clear sky,0.0,0.0
515,Zyryanovsk,KZ,49.74,84.27,52.52,62,100,1.83,overcast clouds,0.0,0.0
516,Moose Factory,CA,51.26,-80.61,68.0,72,1,10.29,clear sky,0.0,0.0
517,Acapulco,MX,16.86,-99.89,89.6,55,5,5.82,clear sky,0.0,0.0
518,Vyartsilya,RU,62.18,30.69,59.14,55,5,4.27,clear sky,0.0,0.0
519,Cabedelo,BR,-6.98,-34.83,86.0,66,40,12.75,scattered clouds,0.0,0.0
520,Rossland,CA,49.08,-117.8,62.01,74,95,4.0,light rain,0.29,0.0
521,Peace River,CA,56.25,-117.29,60.8,72,90,14.99,overcast clouds,0.0,0.0
522,Westport,US,41.14,-73.36,88.0,78,1,10.29,clear sky,0.0,0.0
523,Fonte Boa,BR,-2.5,-66.27,86.74,63,94,2.86,light rain,0.18,0.0
524,Yenagoa,NG,4.92,6.26,75.13,91,91,5.23,overcast clouds,0.0,0.0
525,Ekibastuz,KZ,51.67,75.37,62.89,40,92,19.53,overcast clouds,0.0,0.0
526,Puerto Barrios,GT,15.72,-88.6,66.2,77,75,6.15,haze,0.0,0.0
527,Almenara,BR,-16.18,-40.69,81.88,54,42,5.82,scattered clouds,0.0,0.0
528,Eregli,TR,37.51,34.05,75.94,32,0,6.58,clear sky,0.0,0.0
529,Udachnyy,RU,66.42,112.4,68.0,56,64,6.71,broken clouds,0.0,0.0
530,Launceston,AU,-41.45,147.17,39.99,100,90,4.7,overcast clouds,0.0,0.0
531,Hammerfest,NO,70.66,23.68,44.6,81,75,12.75,broken clouds,0.0,0.0
532,La Ronge,CA,55.1,-105.28,68.0,68,75,5.82,broken clouds,0.0,0.0
533,Santa Rosa,PH,14.31,121.11,80.01,94,75,1.12,broken clouds,0.0,0.0
534,Palafrugell,ES,41.92,3.16,84.99,56,4,8.66,clear sky,0.0,0.0
535,Payo,ID,-3.75,103.64,72.82,95,75,2.01,broken clouds,0.0,0.0
536,Gat,IL,31.61,34.76,81.0,70,0,5.01,clear sky,0.0,0.0
537,Havre-Saint-Pierre,CA,50.23,-63.6,62.6,77,90,12.75,overcast clouds,0.0,0.0
538,Eydhafushi,MV,5.1,73.07,83.57,79,15,15.12,few clouds,0.0,0.0
539,Buta,CD,2.79,24.73,79.3,64,96,1.68,overcast clouds,0.0,0.0
540,Mason City,US,43.15,-93.2,81.0,78,40,13.87,scattered clouds,0.0,0.0
541,Jalapa,MX,19.53,-96.92,76.82,53,9,5.84,clear sky,0.0,0.0
542,Sechura,PE,-5.56,-80.82,76.12,55,43,7.52,scattered clouds,0.0,0.0
543,Ca Mau,VN,9.18,105.15,79.27,85,98,5.06,overcast clouds,0.0,0.0
544,Imatra,FI,61.17,28.75,66.2,45,15,8.05,few clouds,0.0,0.0
545,Severobaykalsk,RU,55.65,109.32,55.22,73,1,2.04,clear sky,0.0,0.0
